화면명,화면경로,ID,사용,코드유형,ko,en,ja,zh-TW,zh-CN,es,vi,original ko,original en,original ja,original zh-TW,original zh-CN,original es,original vi,BE 에러코드,공통버튼(B),공통(C),10/22 Backup original ja
S_EMAIL_00,[User] 엔드유저향 이메일 폼,S01627,사용,일반,주문 번호,Order No.,注文番号,訂購編號,订单编号,Núm. de pedido,Số đơn hàng,주문 번호,Order No.,注文番号,訂購編號,订单编号,Núm. de pedido,Số đơn hàng,,,,注文番号
S_EMAIL_00,[User] 엔드유저향 이메일 폼,S01628,사용,일반,주문일,Order date,注文日,訂購日期,下单日期,Fecha del pedido,Ngày đặt hàng,주문일,Order date,注文日,訂購日期,下单日期,Fecha del pedido,Ngày đặt hàng,,,,注文日
S_EMAIL_00,[User] 엔드유저향 이메일 폼,S01629,사용,일반,반품일,Return request date,返品日,退貨日期,退货日期,Fecha de la solicitud de devolución,Ngày trả hàng,반품일,Return request date,返品日,退貨日期,退货日期,Fecha de la solicitud de devolución,Ngày trả hàng,,,,返品日
S_EMAIL_00,[User] 엔드유저향 이메일 폼,S01630,미사용,,반품 사유,Reason for return,返品理由,退貨原因,退货原因,Motivo de devolución,Lý do trả hàng,반품 사유,Reason for return,返品理由,退貨原因,退货原因,Motivo de devolución,Lý do trả hàng,,,,返品理由
S_EMAIL_00,[User] 엔드유저향 이메일 폼,S01631,사용,일반,반품 상품,Product,返品する商品,退貨商品,退货商品,Producto,Sản phẩm trả lại,반품 상품,Product,返品する商品,退貨商品,退货商品,Producto,Sản phẩm trả lại,,,,返品する商品
S_EMAIL_00,[User] 엔드유저향 이메일 폼,S01632,미사용,,반품 상품 수거지,Collection details,返品商品の回収先住所,退貨商品收貨地點,退货商品收货地,Información de recolección,Điểm lấy hàng trả,반품 상품 수거지,Collection details,返品商品の回収先住所,退貨商品收貨地點,退货商品收货地,Información de recolección,Điểm lấy hàng trả,,,,返品商品の回収先住所
S_EMAIL_00,[User] 엔드유저향 이메일 폼,S01633,미사용,,받는 사람,Recipient,受取人,收件者,收件人,Destinatario,Người nhận,받는 사람,Recipient,受取人,收件者,收件人,Destinatario,Người nhận,,,,受取人
S_EMAIL_00,[User] 엔드유저향 이메일 폼,S01634,미사용,,연락처,Phone,連絡先,聯繫方式,联系方式,Teléfono,Liên hệ,연락처,Phone,連絡先,聯繫方式,联系方式,Teléfono,Liên hệ,,,,連絡先
S_EMAIL_00,[User] 엔드유저향 이메일 폼,S01635,미사용,,배송지,Shipping address,配送先,配送地點,配送地,Dirección de envío,Địa chỉ giao hàng,배송지,Shipping address,配送先,配送地點,配送地,Dirección de envío,Địa chỉ giao hàng,,,,配送先
S_EMAIL_00,[User] 엔드유저향 이메일 폼,S01636,미사용,,배송 요청 사항,Pick-up instructions,再送メモ,配送申請事項,配送申请事项,Instrucciones de recolección,Yêu cầu giao hàng,배송 요청 사항,Pick-up instructions,再送メモ,配送申請事項,配送申请事项,Instrucciones de recolección,Yêu cầu giao hàng,,,,再送メモ
S_EMAIL_00,[User] 엔드유저향 이메일 폼 > 메일제목,S01637,사용,일반,[{{str}}] 상품 교환이 시작되었어요.,[{{str}}] Processing your exchange,[{{str}}]交換手続きが開始しました。,[{{str}}] 已開始換貨。,[{{str}}]已开始换货。,[{{str}}] Su cambio está siendo procesado.,Đã bắt đầu đổi hàng {{str}}.,[{{str}}] 상품 교환이 시작되었어요.,[{{str}}] Processing your exchange,[{{str}}]交換手続きが開始しました。,[{{str}}] 已開始換貨。,[{{str}}]已开始换货。,[{{str}}] Su cambio está siendo procesado.,Đã bắt đầu đổi hàng {{str}}.,,,,[{{str}}]交換手続きが開始しました。
S_EMAIL_00,[User] 엔드유저향 이메일 폼,S01638,사용,일반,상품 교환이\n시작되었어요.,Processing your\nexchange,交換手続きが\n開始しました。,換貨\n已開始,换货\n已开始,Su cambio está\nsiendo procesado,Đã bắt đầu đổi sản phẩm.,상품 교환이\n시작되었어요.,Processing your\nexchange,交換手続きが\n開始しました。,換貨\n已開始,换货\n已开始,Su cambio está\nsiendo procesado,Đã bắt đầu đổi sản phẩm.,,,,交換手続きが\n開始しました。
S_EMAIL_00,[User] 엔드유저향 이메일 폼,S01639,사용,일반,"<0>{{str}}님,</0> 구매하신 상품의 교환이 시작되었어요. 진행 현황을 확인해주세요.","<0>{{str}},</0> your exchange is being processed. Please monitor the status of your exchange through ""My Page > Order History"".",<0>{{str}}、</0>購入された商品の交換手続きが開始しました。交換状況を確認してください。,<0>{{str}}先生/女士，</0>您購買的商品已開始換貨。 請確認換貨狀態。,<0>{{str}}先生/女士，</0>您购买的商品已开始换货。请确认换货状态。,"<0>{{str}},</0> su cambio está siendo procesado. Por favor monitoree el estatus de su cambio en ""Mi Página > Historial de Pedidos"".","<0>{{str}} ơi,</0> yêu cầu đổi sản phẩm bạn đã mua đang được xử lý. Vui lòng kiểm tra tình trạng.","<0>{{str}}님,</0> 구매하신 상품의 교환이 시작되었어요. 진행 현황을 확인해주세요.","<0>{{str}},</0> your exchange is being processed. Please monitor the status of your exchange through ""My Page > Order History"".",<0>{{str}}、</0>購入された商品の交換手続きが開始しました。交換状況を確認してください。,<0>{{str}}先生/女士，</0>您購買的商品已開始換貨。 請確認換貨狀態。,<0>{{str}}先生/女士，</0>您购买的商品已开始换货。请确认换货状态。,"<0>{{str}},</0> su cambio está siendo procesado. Por favor monitoree el estatus de su cambio en ""Mi Página > Historial de Pedidos"".","<0>{{str}} ơi,</0> yêu cầu đổi sản phẩm bạn đã mua đang được xử lý. Vui lòng kiểm tra tình trạng.",,,,<0>{{str}}さま、</0>購入された商品の交換手続きが開始しました。交換状況を確認してください。
S_EMAIL_00,[User] 엔드유저향 이메일 폼,S01640,사용,일반,주문 번호,Order No.,注文番号,訂購編號,订单编号,Núm. de pedido,Số đơn hàng,주문 번호,Order No.,注文番号,訂購編號,订单编号,Núm. de pedido,Số đơn hàng,,,,注文番号
S_EMAIL_00,[User] 엔드유저향 이메일 폼,S01641,사용,일반,주문일,Order date,注文日,訂購日期,下单日期,Fecha del pedido,Ngày đặt hàng,주문일,Order date,注文日,訂購日期,下单日期,Fecha del pedido,Ngày đặt hàng,,,,注文日
S_EMAIL_00,[User] 엔드유저향 이메일 폼,S01642,사용,일반,교환 요청일,Exchange request date,交換リクエスト日,申請退貨日期,申请退货日期,Fecha de la solicitud de cambio,Ngày yêu cầu đổi trả,교환 요청일,Exchange request date,交換リクエスト日,申請退貨日期,申请退货日期,Fecha de la solicitud de cambio,Ngày yêu cầu đổi trả,,,,交換リクエスト日
S_EMAIL_00,[User] 엔드유저향 이메일 폼,S01643,미사용,,교환 사유,Reason for exchange,交換理由,換貨原因,换货原因,Motivo de cambio,Lý do đổi hàng,교환 사유,Reason for exchange,交換理由,換貨原因,换货原因,Motivo de cambio,Lý do đổi hàng,,,,交換理由
S_EMAIL_00,[User] 엔드유저향 이메일 폼,S01644,사용,일반,교환 상품,Product,交換商品,退貨商品,退货商品,Producto,Sản phẩm đổi,교환 상품,Product,交換商品,退貨商品,退货商品,Producto,Sản phẩm đổi,,,,交換商品
S_EMAIL_00,[User] 엔드유저향 이메일 폼,S01645,사용,일반,교환 상품 수거지,Collection details,交換商品の回収先住所,換貨商品回收地點,换货商品回收地,Información de recolección,Địa điểm nhận hàng đổi trả,교환 상품 수거지,Collection details,交換商品の回収先住所,換貨商品回收地點,换货商品回收地,Información de recolección,Địa điểm nhận hàng đổi trả,,,,交換商品の回収先住所
S_EMAIL_00,[User] 엔드유저향 이메일 폼,S01646,사용,일반,받는 사람,Recipient,受取人,收件者,收件人,Destinatario,Người nhận,받는 사람,Recipient,受取人,收件者,收件人,Destinatario,Người nhận,,,,受取人
S_EMAIL_00,[User] 엔드유저향 이메일 폼,S01647,사용,일반,연락처,Phone,連絡先,聯繫方式,联系方式,Teléfono,Liên hệ,연락처,Phone,連絡先,聯繫方式,联系方式,Teléfono,Liên hệ,,,,連絡先
S_EMAIL_00,[User] 엔드유저향 이메일 폼,S01648,사용,일반,배송지,Address,配送先,配送地點,配送地,Dirección,Địa chỉ giao hàng,배송지,Address,配送先,配送地點,配送地,Dirección,Địa chỉ giao hàng,,,,配送先
S_EMAIL_00,[User] 엔드유저향 이메일 폼,S01649,사용,일반,배송 요청 사항,Pick-up instructions,再送メモ,配送申請事項,配送申请事项,Instrucciones de recolección,Yêu cầu giao hàng,배송 요청 사항,Pick-up instructions,再送メモ,配送申請事項,配送申请事项,Instrucciones de recolección,Yêu cầu giao hàng,,,,再送メモ
S_EMAIL_00,[User] 엔드유저향 이메일 폼,S01650,사용,일반,교환 상품 배송지,Exchanged product(s) shipping details,交換商品の配送先,換貨商品配送地點,换货商品配送地,Datos de envío de los productos a cambiar,Địa chỉ nhận hàng đổi trả,교환 상품 배송지,Exchanged product(s) shipping details,交換商品の配送先,換貨商品配送地點,换货商品配送地,Datos de envío de los productos a cambiar,Địa chỉ nhận hàng đổi trả,,,,交換商品の配送先
S_EMAIL_00,[User] 엔드유저향 이메일 폼,S01651,사용,일반,받는 사람,Recipient,受取人,收件者,收件人,Destinatario,Người nhận,받는 사람,Recipient,受取人,收件者,收件人,Destinatario,Người nhận,,,,受取人
S_EMAIL_00,[User] 엔드유저향 이메일 폼,S01652,사용,일반,연락처,Phone,連絡先,聯繫方式,联系方式,Teléfono,Liên hệ,연락처,Phone,連絡先,聯繫方式,联系方式,Teléfono,Liên hệ,,,,連絡先
S_EMAIL_00,[User] 엔드유저향 이메일 폼,S01653,사용,일반,배송지,Address,配送先,配送地點,配送地,Dirección,Địa chỉ giao hàng,배송지,Address,配送先,配送地點,配送地,Dirección,Địa chỉ giao hàng,,,,配送先
S_EMAIL_00,[User] 엔드유저향 이메일 폼,S01654,사용,일반,배송 요청 사항,Delivery instructions,再送メモ,配送申請事項,配送申请事项,Instrucciones de entrega,Yêu cầu giao hàng,배송 요청 사항,Delivery instructions,再送メモ,配送申請事項,配送申请事项,Instrucciones de entrega,Yêu cầu giao hàng,,,,再送メモ
S_EMAIL_00,[User] 엔드유저향 이메일 폼 > 메일제목,S01655,사용,일반,[{{str}}] 상품 반품이 시작되었어요.,[{{str}}] Processing your return,[{{str}}]返品手続きが開始しました。,[{{str}}] 已開始退貨。,[{{str}}]已开始退货。,[{{str}}] Su devolución está siendo procesada,[{{str}}] Đơn hàng đã được yêu cầu trả lại.,[{{str}}] 상품 반품이 시작되었어요.,[{{str}}] Processing your return,[{{str}}]返品手続きが開始しました。,[{{str}}] 已開始退貨。,[{{str}}]已开始退货。,[{{str}}] Su devolución está siendo procesada,[{{str}}] Đơn hàng đã được yêu cầu trả lại.,,,,[{{str}}]返品手続きが開始しました。
S_EMAIL_00,[User] 엔드유저향 이메일 폼,S01656,사용,일반,상품 반품이\n시작되었어요.,Processing your\nreturn,返品手続きが\n開始しました。,退貨\n已開始,退货\n已开始,Su\ndevolución está siendo procesada,Đơn hàng đã bắt đầu được trả lại.,상품 반품이\n시작되었어요.,Processing your\nreturn,返品手続きが\n開始しました。,退貨\n已開始,退货\n已开始,Su\ndevolución está siendo procesada,Đơn hàng đã bắt đầu được trả lại.,,,,返品手続きが\n開始しました。
S_EMAIL_00,[User] 엔드유저향 이메일 폼,S01657,사용,일반,"<0>{{str}}님,</0> 구매하신 상품의 반품이 시작되었어요. 진행 현황을 확인해주세요.","<0>{{str}},</0> your return is being processed. Please monitor the status of your return.",<0>{{str}}、</0>購入された商品の返品手続きが開始しました。今後の返品状況を確認してください。,<0>{{str}}先生/女士，</0>您購買的商品已開始退貨。 請確認您的退貨狀態。,<0>{{str}}先生/女士，</0>您购买的商品已开始退货。请确认您的退货状态。,"<0>{{str}},</0> su devolución está siendo procesada. Por favor monitoree el estatus de su devolución.","<0>{{str}} ơi,</0> Đơn trả hàng của bạn đã bắt đầu. Vui lòng kiểm tra trạng thái nhé.","<0>{{str}}님,</0> 구매하신 상품의 반품이 시작되었어요. 진행 현황을 확인해주세요.","<0>{{str}},</0> your return is being processed. Please monitor the status of your return.",<0>{{str}}、</0>購入された商品の返品手続きが開始しました。今後の返品状況を確認してください。,<0>{{str}}先生/女士，</0>您購買的商品已開始退貨。 請確認您的退貨狀態。,<0>{{str}}先生/女士，</0>您购买的商品已开始退货。请确认您的退货状态。,"<0>{{str}},</0> su devolución está siendo procesada. Por favor monitoree el estatus de su devolución.","<0>{{str}} ơi,</0> Đơn trả hàng của bạn đã bắt đầu. Vui lòng kiểm tra trạng thái nhé.",,,,<0>{{str}}さま、</0>購入された商品の返品手続きが開始しました。今後の返品状況を確認してください。
S_EMAIL_00,[User] 엔드유저향 이메일 폼,S01658,사용,일반,주문 번호,Order No.,注文番号,訂購編號,订单编号,Núm. de pedido,Số đơn hàng,주문 번호,Order No.,注文番号,訂購編號,订单编号,Núm. de pedido,Số đơn hàng,,,,注文番号
S_EMAIL_00,[User] 엔드유저향 이메일 폼,S01659,사용,일반,주문일,Order date,注文日,訂購日期,下单日期,Fecha del pedido,Ngày đặt hàng,주문일,Order date,注文日,訂購日期,下单日期,Fecha del pedido,Ngày đặt hàng,,,,注文日
S_EMAIL_00,[User] 엔드유저향 이메일 폼,S01660,사용,일반,반품 요청일,Return request date,返品リクエスト日,申請退貨日期,申请退货日期,Fecha de la solicitud de devolución,Ngày yêu cầu trả hàng,반품 요청일,Return request date,返品リクエスト日,申請退貨日期,申请退货日期,Fecha de la solicitud de devolución,Ngày yêu cầu trả hàng,,,,返品リクエスト日
S_EMAIL_00,[User] 엔드유저향 이메일 폼,S01661,미사용,,반품 사유,Reason for return,返品理由,退貨原因,退货原因,Motivo de devolución,Lý do trả hàng,반품 사유,Reason for return,返品理由,退貨原因,退货原因,Motivo de devolución,Lý do trả hàng,,,,返品理由
S_EMAIL_00,[User] 엔드유저향 이메일 폼,S01662,사용,일반,반품 상품,Product,返品する商品,退貨商品,退货商品,Producto,Sản phẩm đổi trả,반품 상품,Product,返品する商品,退貨商品,退货商品,Producto,Sản phẩm đổi trả,,,,返品する商品
S_EMAIL_00,[User] 엔드유저향 이메일 폼,S01663,사용,일반,반품 상품 수거지,Collection details,返品商品の回収先住所,退貨商品收貨地點,退货商品收货地,Información de recolección,Địa điểm thu hồi sản phẩm trả lại,반품 상품 수거지,Collection details,返品商品の回収先住所,退貨商品收貨地點,退货商品收货地,Información de recolección,Địa điểm thu hồi sản phẩm trả lại,,,,返品商品の回収先住所
S_EMAIL_00,[User] 엔드유저향 이메일 폼,S01664,사용,일반,받는 사람,Recipient,受取人,收件者,收件人,Destinatario,Người nhận,받는 사람,Recipient,受取人,收件者,收件人,Destinatario,Người nhận,,,,受取人
S_EMAIL_00,[User] 엔드유저향 이메일 폼,S01665,사용,일반,연락처,Phone,連絡先,聯繫方式,联系方式,Teléfono,Liên hệ,연락처,Phone,連絡先,聯繫方式,联系方式,Teléfono,Liên hệ,,,,連絡先
S_EMAIL_00,[User] 엔드유저향 이메일 폼,S01666,사용,일반,배송지,Address,配送先,配送地點,配送地,Dirección,Địa chỉ giao hàng,배송지,Address,配送先,配送地點,配送地,Dirección,Địa chỉ giao hàng,,,,配送先
S_EMAIL_00,[User] 엔드유저향 이메일 폼,S01667,사용,일반,배송 요청 사항,Pick-up instructions,配送要請事項,配送申請事項,配送申请事项,Instrucciones de recolección,Yêu cầu giao hàng,배송 요청 사항,Pick-up instructions,配送要請事項,配送申請事項,配送申请事项,Instrucciones de recolección,Yêu cầu giao hàng,,,,配送要請事項
S_EMAIL_00,[User] 엔드유저향 이메일 폼 > 메일제목,S01668,미사용,,[{{str}}] 취소 요청이 거절되었어요.,[{{str}}] Your cancellation request was denied,[{{str}}]キャンセル要請が拒否されました。,[{{str}}] 已拒絕取消申請。,[{{str}}]已拒绝取消申请。,[{{str}}] Su solicitud de cancelación fue rechazada,Đã từ chối yêu cầu hủy [{{str}}] của bạn.,[{{str}}] 취소 요청이 거절되었어요.,[{{str}}] Your cancellation request was denied,[{{str}}]キャンセル要請が拒否されました。,[{{str}}] 已拒絕取消申請。,[{{str}}]已拒绝取消申请。,[{{str}}] Su solicitud de cancelación fue rechazada,Đã từ chối yêu cầu hủy [{{str}}] của bạn.,,,,[{{str}}]キャンセル要請が拒否されました。
S_EMAIL_00,[User] 엔드유저향 이메일 폼,S01669,미사용,,취소 요청이\n거절되었어요,Your cancellation request\nwas denied,キャンセル要請が\n拒否されました。,已拒絕\n取消申請。,已拒绝\n取消申请。,Su solicitud de cancelación\nfue rechazada,Yêu cầu hủy đã bị từ chối.,취소 요청이\n거절되었어요,Your cancellation request\nwas denied,キャンセル要請が\n拒否されました。,已拒絕\n取消申請。,已拒绝\n取消申请。,Su solicitud de cancelación\nfue rechazada,Yêu cầu hủy đã bị từ chối.,,,,キャンセル要請が\n拒否されました。
S_EMAIL_00,[User] 엔드유저향 이메일 폼,S01670,미사용,,"<0>{{str}}님,</0> 취소 요청이 거절되었어요.\n거절 사유 확인 후 더 궁금하신 사항이 있다면 고객센터를 이용해 주세요.","<0>{{str}},</0> your cancellation request was denied.\nPlease check the reason for the denial and contact Customer Service for any inquiries.",<0>{{str}}、</0>キャンセル要請が拒否されました。\n拒否の理由をご確認の上、ご不明な点などがある場合は、カスタマーセンターをご利用ください。,<0>{{str}}先生/女士，</0>已拒絕您的取消申請。 \n查看拒絕原因後，若仍有疑問，請諮詢客服中心。,<0>{{str}}先生/女士，</0>已拒绝您的取消申请。\n查看拒绝原因后，若仍有疑问，请咨询客服中心。,"<0>{{str}},</0> su solicitud de cancelación fue rechazada.\nPor favor verifique el motivo del rechazo y póngase en contacto con Atención al Cliente si tiene alguna duda.","<0>{{str}} ơi,</0> yêu cầu hủy của bạn đã bị từ chối.\nVui lòng kiểm tra lý do từ chối và liên hệ trung tâm hỗ trợ khách hàng nếu bạn có thêm thắc mắc nhé.","<0>{{str}}님,</0> 취소 요청이 거절되었어요.\n거절 사유 확인 후 더 궁금하신 사항이 있다면 고객센터를 이용해 주세요.","<0>{{str}},</0> your cancellation request was denied.\nPlease check the reason for the denial and contact Customer Service for any inquiries.",<0>{{str}}、</0>キャンセル要請が拒否されました。\n拒否の理由をご確認の上、ご不明な点などがある場合は、カスタマーセンターをご利用ください。,<0>{{str}}先生/女士，</0>已拒絕您的取消申請。 \n查看拒絕原因後，若仍有疑問，請諮詢客服中心。,<0>{{str}}先生/女士，</0>已拒绝您的取消申请。\n查看拒绝原因后，若仍有疑问，请咨询客服中心。,"<0>{{str}},</0> su solicitud de cancelación fue rechazada.\nPor favor verifique el motivo del rechazo y póngase en contacto con Atención al Cliente si tiene alguna duda.","<0>{{str}} ơi,</0> yêu cầu hủy của bạn đã bị từ chối.\nVui lòng kiểm tra lý do từ chối và liên hệ trung tâm hỗ trợ khách hàng nếu bạn có thêm thắc mắc nhé.",,,,<0>{{str}}さま、</0>キャンセル要請が拒否されました。\n拒否の理由をご確認の上、ご不明な点などがある場合は、カスタマーセンターをご利用ください。
S_EMAIL_00,[User] 엔드유저향 이메일 폼,S01671,미사용,,주문 번호,Order No.,注文番号,訂購編號,订单编号,Núm. de pedido,Số đơn hàng,주문 번호,Order No.,注文番号,訂購編號,订单编号,Núm. de pedido,Số đơn hàng,,,,注文番号
S_EMAIL_00,[User] 엔드유저향 이메일 폼,S01672,미사용,,주문일,Order date,注文日,訂購日期,下单日期,Fecha del pedido,Ngày đặt hàng,주문일,Order date,注文日,訂購日期,下单日期,Fecha del pedido,Ngày đặt hàng,,,,注文日
S_EMAIL_00,[User] 엔드유저향 이메일 폼,S01673,미사용,,취소 요청일,Cancellation request date,キャンセルリクエスト日,取消申請日期,取消申请日期,Fecha de la solicitud de cancelación,Ngày yêu cầu hủy,취소 요청일,Cancellation request date,キャンセルリクエスト日,取消申請日期,取消申请日期,Fecha de la solicitud de cancelación,Ngày yêu cầu hủy,,,,キャンセルリクエスト日
S_EMAIL_00,[User] 엔드유저향 이메일 폼,S01674,미사용,,취소 사유,Reason for cancellation,キャンセル理由,取消原因,取消原因,Motivo de cancelación,Lý do hủy,취소 사유,Reason for cancellation,キャンセル理由,取消原因,取消原因,Motivo de cancelación,Lý do hủy,,,,キャンセル理由
S_EMAIL_00,[User] 엔드유저향 이메일 폼,S01675,미사용,,취소 거절 사유,Reason for denial,キャンセル拒否の理由,拒絕取消的原因,拒绝取消的原因,Motivo de rechazo,Lý do từ chối hủy,취소 거절 사유,Reason for denial,キャンセル拒否の理由,拒絕取消的原因,拒绝取消的原因,Motivo de rechazo,Lý do từ chối hủy,,,,キャンセル拒否の理由
S_EMAIL_00,[User] 엔드유저향 이메일 폼,S01676,미사용,,취소 요청 상품,Product,キャンセルをリクエストした商品,申請取消的商品,申请取消的商品,Producto,Sản phẩm yêu cầu hủy,취소 요청 상품,Product,キャンセルをリクエストした商品,申請取消的商品,申请取消的商品,Producto,Sản phẩm yêu cầu hủy,,,,キャンセルをリクエストした商品
S_EMAIL_00,[User] 엔드유저향 이메일 폼,S01677,사용,일반,[{{str}}] 교환 요청이 거절되었어요.,[{{str}}] Your exchange request was denied,[{{str}}]交換リクエストが拒否されました。,[{{str}}] 已拒絕換貨申請。,[{{str}}]已拒绝换货申请。,[{{str}}] Su solicitud de cambio fue rechazada,Yêu cầu đổi/trả [{{str}}] của bạn đã bị từ chối.,[{{str}}] 교환 요청이 거절되었어요.,[{{str}}] Your exchange request was denied,[{{str}}]交換リクエストが拒否されました。,[{{str}}] 已拒絕換貨申請。,[{{str}}]已拒绝换货申请。,[{{str}}] Su solicitud de cambio fue rechazada,Yêu cầu đổi/trả [{{str}}] của bạn đã bị từ chối.,,,,[{{str}}]交換リクエストが拒否されました。
S_EMAIL_00,[User] 엔드유저향 이메일 폼 > 메일제목,S01678,사용,일반,교환 요청이\n거절되었어요.,Your exchange request\nwas denied,交換リクエストが\n拒否されました。,已拒絕\n換貨申請。,已拒绝\n换货申请。,Su solicitud de cambio\nfue rechazada,Yêu cầu đổi hàng đã bị từ chối.,교환 요청이\n거절되었어요.,Your exchange request\nwas denied,交換リクエストが\n拒否されました。,已拒絕\n換貨申請。,已拒绝\n换货申请。,Su solicitud de cambio\nfue rechazada,Yêu cầu đổi hàng đã bị từ chối.,,,,交換リクエストが\n拒否されました。
S_EMAIL_00,[User] 엔드유저향 이메일 폼,S01679,사용,일반,"<0>{{str}}님,</0> 구매하신 상품의 교환 요청이 거절되었습니다.\n거절 사유 확인 후 더 궁금한 사항이 있다면 고객센터를 이용해주세요.","<0>{{str}},</0> your exchange request was denied.\nPlease check the reason for the denial and contact Customer Service for any inquiries.",<0>{{str}}、</0>交換リクエストが拒否されました。\n拒否の理由をご確認の上、ご不明な点などがある場合は、カスタマーセンターをご利用ください。,<0>{{str}}先生/女士，</0>已拒絕換貨申請。 \n查看拒絕原因後，若仍有疑問，請諮詢客服中心。,<0>{{str}}先生/女士，</0>已拒绝换货申请。\n查看拒绝原因后，若仍有疑问，请咨询客服中心。,"<0>{{str}},</0> su solicitud de cambio fue rechazada.\nPor favor verifique el motivo del rechazo y póngase en contacto con Atención al Cliente si tiene alguna duda.","<0>{{str}} ơi,</0> yêu cầu đổi sản phẩm bạn đã mua của bạn đã bị từ chối. Vui lòng kiểm tra lý do từ chối và liên hệ trung tâm khách hàng nếu bạn có thêm câu hỏi.","<0>{{str}}님,</0> 구매하신 상품의 교환 요청이 거절되었습니다.\n거절 사유 확인 후 더 궁금한 사항이 있다면 고객센터를 이용해주세요.","<0>{{str}},</0> your exchange request was denied.\nPlease check the reason for the denial and contact Customer Service for any inquiries.",<0>{{str}}、</0>交換リクエストが拒否されました。\n拒否の理由をご確認の上、ご不明な点などがある場合は、カスタマーセンターをご利用ください。,<0>{{str}}先生/女士，</0>已拒絕換貨申請。 \n查看拒絕原因後，若仍有疑問，請諮詢客服中心。,<0>{{str}}先生/女士，</0>已拒绝换货申请。\n查看拒绝原因后，若仍有疑问，请咨询客服中心。,"<0>{{str}},</0> su solicitud de cambio fue rechazada.\nPor favor verifique el motivo del rechazo y póngase en contacto con Atención al Cliente si tiene alguna duda.","<0>{{str}} ơi,</0> yêu cầu đổi sản phẩm bạn đã mua của bạn đã bị từ chối. Vui lòng kiểm tra lý do từ chối và liên hệ trung tâm khách hàng nếu bạn có thêm câu hỏi.",,,,<0>{{str}}さま、</0>交換リクエストが拒否されました。\n拒否の理由をご確認の上、ご不明な点などがある場合は、カスタマーセンターをご利用ください。
S_EMAIL_00,[User] 엔드유저향 이메일 폼,S01680,사용,일반,주문 번호,Order No.,注文番号,訂購編號,订单编号,Núm. de pedido,Số đơn hàng,주문 번호,Order No.,注文番号,訂購編號,订单编号,Núm. de pedido,Số đơn hàng,,,,注文番号
S_EMAIL_00,[User] 엔드유저향 이메일 폼,S01681,사용,일반,주문일,Order date,注文日,訂購日期,下单日期,Fecha del pedido,Ngày đặt hàng,주문일,Order date,注文日,訂購日期,下单日期,Fecha del pedido,Ngày đặt hàng,,,,注文日
S_EMAIL_00,[User] 엔드유저향 이메일 폼,S01682,사용,일반,교환 요청일,Exchange request date,交換リクエスト日,申請退貨日期,申请退货日期,Fecha de la solicitud de cambio,Ngày yêu cầu đổi hàng,교환 요청일,Exchange request date,交換リクエスト日,申請退貨日期,申请退货日期,Fecha de la solicitud de cambio,Ngày yêu cầu đổi hàng,,,,交換リクエスト日
S_EMAIL_00,[User] 엔드유저향 이메일 폼,S01683,미사용,,교환 사유,Reason for exchange,交換理由,退貨原因,退货原因,Motivo de cambio,Lý do đổi hàng,교환 사유,Reason for exchange,交換理由,退貨原因,退货原因,Motivo de cambio,Lý do đổi hàng,,,,交換理由
S_EMAIL_00,[User] 엔드유저향 이메일 폼,S01684,사용,일반,교환 거절 사유,Reason for denial,交換拒否の理由,拒絕換貨的原因,拒绝换货的原因,Motivo de rechazo,Lý do từ chối đổi trả,교환 거절 사유,Reason for denial,交換拒否の理由,拒絕換貨的原因,拒绝换货的原因,Motivo de rechazo,Lý do từ chối đổi trả,,,,交換拒否の理由
S_EMAIL_00,[User] 엔드유저향 이메일 폼,S01685,사용,일반,교환 요청 상품,Product,交換をリクエストした商品,申請換貨的商品,申请换货的商品,Producto,Sản phẩm yêu cầu đổi hàng,교환 요청 상품,Product,交換をリクエストした商品,申請換貨的商品,申请换货的商品,Producto,Sản phẩm yêu cầu đổi hàng,,,,交換をリクエストした商品
S_EMAIL_00,[User] 엔드유저향 이메일 폼 > 메일제목,S01686,사용,일반,[{{str}}] 반품 요청이 거절되었어요.,[{{str}}] Your return request was denied,[{{str}}]返品リクエストが拒否されました。,[{{str}}] 已拒絕退貨申請。,[{{str}}]已拒绝退货申请。,[{{str}}] Su solicitud de devolución fue rechazada,Yêu cầu trả hàng của [{{str}}] đã bị từ chối.,[{{str}}] 반품 요청이 거절되었어요.,[{{str}}] Your return request was denied,[{{str}}]返品リクエストが拒否されました。,[{{str}}] 已拒絕退貨申請。,[{{str}}]已拒绝退货申请。,[{{str}}] Su solicitud de devolución fue rechazada,Yêu cầu trả hàng của [{{str}}] đã bị từ chối.,,,,[{{str}}]返品リクエストが拒否されました。
S_EMAIL_00,[User] 엔드유저향 이메일 폼,S01687,사용,일반,반품 요청이\n거절되었어요.,Your return request\nwas denied,返品リクエストが\n拒否されました。,已拒絕\n退貨申請。,已拒绝\n退货申请。,Su solicitud de devolución\nfue rechazada,Yêu cầu đổi trả đã bị từ chối.,반품 요청이\n거절되었어요.,Your return request\nwas denied,返品リクエストが\n拒否されました。,已拒絕\n退貨申請。,已拒绝\n退货申请。,Su solicitud de devolución\nfue rechazada,Yêu cầu đổi trả đã bị từ chối.,,,,返品リクエストが\n拒否されました。
